Mod:Item:MetaData, Localized Name
gregtech:machine:266, Elite Distillery III
gregtech:machine:267, Ultimate Distillery
gregtech:machine:275, Basic Electrolyzer
gregtech:machine:276, Advanced Electrolyzer
gregtech:machine:277, Advanced Electrolyzer II
gregtech:machine:278, Advanced Electrolyzer III
gregtech:machine:279, Elite Electrolyzer
gregtech:machine:280, Elite Electrolyzer II
gregtech:machine:281, Elite Electrolyzer III
gregtech:machine:282, Ultimate Electrolyzer
gregtech:machine:290, Basic Electromagnetic Separator
gregtech:machine:291, Advanced Electromagnetic Separator
gregtech:machine:292, Advanced Electromagnetic Separator II
gregtech:machine:293, Advanced Electromagnetic Separator III
gregtech:machine:294, Elite Electromagnetic Separator
gregtech:machine:295, Elite Electromagnetic Separator II
gregtech:machine:296, Elite Electromagnetic Separator III
gregtech:machine:297, Ultimate Electromagnetic Separator
gregtech:machine:305, Basic Extractor
gregtech:machine:306, Advanced Extractor
gregtech:machine:307, Advanced Extractor II
gregtech:machine:308, Advanced Extractor III
gregtech:machine:309, Elite Extractor
gregtech:machine:310, Elite Extractor II
gregtech:machine:311, Elite Extractor III
gregtech:machine:312, Ultimate Extractor
gregtech:machine:320, Basic Extruder
gregtech:machine:321, Advanced Extruder
gregtech:machine:322, Advanced Extruder II
gregtech:machine:323, Advanced Extruder III
gregtech:machine:324, Elite Extruder
gregtech:machine:325, Elite Extruder II
gregtech:machine:326, Elite Extruder III
gregtech:machine:327, Ultimate Extruder
gregtech:machine:335, Basic Fermenter
gregtech:machine:336, Advanced Fermenter
gregtech:machine:337, Advanced Fermenter II
gregtech:machine:338, Advanced Fermenter III
gregtech:machine:339, Elite Fermenter
gregtech:machine:340, Elite Fermenter II
gregtech:machine:341, Elite Fermenter III
gregtech:machine:342, Ultimate Fermenter
gregtech:machine:380, Basic Fluid Heater
gregtech:machine:381, Advanced Fluid Heater
gregtech:machine:382, Advanced Fluid Heater II
gregtech:machine:383, Advanced Fluid Heater III
gregtech:machine:384, Elite Fluid Heater
gregtech:machine:385, Elite Fluid Heater II
gregtech:machine:386, Elite Fluid Heater III
gregtech:machine:387, Ultimate Fluid Heater
gregtech:machine:395, Basic Fluid Solidifier
gregtech:machine:396, Advanced Fluid Solidifier
gregtech:machine:397, Advanced Fluid Solidifier II
gregtech:machine:398, Advanced Fluid Solidifier III
gregtech:machine:399, Elite Fluid Solidifier
gregtech:machine:400, Elite Fluid Solidifier II
gregtech:machine:401, Elite Fluid Solidifier III
gregtech:machine:402, Ultimate Fluid Solidifier
gregtech:machine:410, Basic Forge Hammer
gregtech:machine:411, Advanced Forge Hammer
gregtech:machine:412, Advanced Forge Hammer II
gregtech:machine:413, Advanced Forge Hammer III
gregtech:machine:414, Elite Forge Hammer
gregtech:machine:415, Elite Forge Hammer II
gregtech:machine:416, Elite Forge Hammer III
gregtech:machine:417, Ultimate Forge Hammer
gregtech:machine:425, Basic Forming Press
gregtech:machine:426, Advanced Forming Press
gregtech:machine:427, Advanced Forming Press II
gregtech:machine:428, Advanced Forming Press III
gregtech:machine:429, Elite Forming Press
gregtech:machine:430, Elite Forming Press II
gregtech:machine:431, Elite Forming Press III
gregtech:machine:432, Ultimate Forming Press
gregtech:machine:440, Basic Lathe
gregtech:machine:441, Advanced Lathe
gregtech:machine:442, Advanced Lathe II
gregtech:machine:443, Advanced Lathe III
gregtech:machine:444, Elite Lathe
gregtech:machine:445, Elite Lathe II
gregtech:machine:446, Elite Lathe III
gregtech:machine:447, Ultimate Lathe
gregtech:machine:470, Basic Mixer
gregtech:machine:471, Advanced Mixer
gregtech:machine:472, Advanced Mixer II
gregtech:machine:473, Advanced Mixer III
gregtech:machine:474, Elite Mixer
gregtech:machine:475, Elite Mixer II
gregtech:machine:476, Elite Mixer III
gregtech:machine:477, Ultimate Mixer
gregtech:machine:485, Basic Ore Washing Plant
gregtech:machine:486, Advanced Ore Washing Plant
gregtech:machine:487, Advanced Ore Washing Plant II
gregtech:machine:488, Advanced Ore Washing Plant III
gregtech:machine:489, Elite Ore Washing Plant
gregtech:machine:490, Elite Ore Washing Plant II
gregtech:machine:491, Elite Ore Washing Plant III
gregtech:machine:492, Ultimate Ore Washing Plant
gregtech:machine:500, Basic Packager
gregtech:machine:501, Advanced Packager
gregtech:machine:502, Advanced Packager II
gregtech:machine:503, Advanced Packager III
gregtech:machine:504, Elite Packager
gregtech:machine:505, Elite Packager II
gregtech:machine:506, Elite Packager III
gregtech:machine:507, Ultimate Packager
gregtech:machine:530, Basic Gas Collector
gregtech:machine:531, Advanced Gas Collector
gregtech:machine:532, Advanced Gas Collector II
gregtech:machine:533, Advanced Gas Collector III
gregtech:machine:534, Elite Gas Collector
gregtech:machine:535, Elite Gas Collector II
gregtech:machine:536, Elite Gas Collector III
gregtech:machine:537, Ultimate Gas Collector
gregtech:machine:545, Basic Polarizer
gregtech:machine:546, Advanced Polarizer
gregtech:machine:547, Advanced Polarizer II
gregtech:machine:548, Advanced Polarizer III
gregtech:machine:549, Elite Polarizer
gregtech:machine:550, Elite Polarizer II
gregtech:machine:551, Elite Polarizer III
gregtech:machine:552, Ultimate Polarizer
gregtech:machine:560, Basic Precision Laser Engraver
gregtech:machine:561, Advanced Precision Laser Engraver
gregtech:machine:562, Advanced Precision Laser Engraver II
gregtech:machine:563, Advanced Precision Laser Engraver III
gregtech:machine:564, Elite Precision Laser Engraver
gregtech:machine:565, Elite Precision Laser Engraver II
gregtech:machine:566, Elite Precision Laser Engraver III
gregtech:machine:567, Ultimate Precision Laser Engraver
gregtech:machine:575, Basic Sifting Machine
gregtech:machine:576, Advanced Sifting Machine
gregtech:machine:577, Advanced Sifting Machine II
gregtech:machine:578, Advanced Sifting Machine III
gregtech:machine:579, Elite Sifting Machine
gregtech:machine:580, Elite Sifting Machine II
gregtech:machine:581, Elite Sifting Machine III
gregtech:machine:582, Ultimate Sifting Machine
gregtech:machine:605, Basic Thermal Centrifuge
gregtech:machine:606, Advanced Thermal Centrifuge
gregtech:machine:607, Advanced Thermal Centrifuge II
gregtech:machine:608, Advanced Thermal Centrifuge III
gregtech:machine:609, Elite Thermal Centrifuge
gregtech:machine:610, Elite Thermal Centrifuge II
gregtech:machine:611, Elite Thermal Centrifuge III
gregtech:machine:612, Ultimate Thermal Centrifuge
gregtech:machine:620, Basic Wiremill
gregtech:machine:621, Advanced Wiremill
gregtech:machine:622, Advanced Wiremill II
gregtech:machine:623, Advanced Wiremill III
gregtech:machine:624, Elite Wiremill
gregtech:machine:625, Elite Wiremill II
gregtech:machine:626, Elite Wiremill III
gregtech:machine:627, Ultimate Wiremill
gregtech:machine:635, Basic Circuit Assembler
gregtech:machine:636, Advanced Circuit Assembler
gregtech:machine:637, Advanced Circuit Assembler II
gregtech:machine:638, Advanced Circuit Assembler III
gregtech:machine:639, Elite Circuit Assembler
gregtech:machine:640, Elite Circuit Assembler II
gregtech:machine:641, Elite Circuit Assembler III
gregtech:machine:642, Ultimate Circuit Assembler
gregtech:machine:665, Basic Rock Breaker
gregtech:machine:666, Advanced Rock Breaker
gregtech:machine:667, Advanced Rock Breaker II
gregtech:machine:668, Advanced Rock Breaker III
gregtech:machine:669, Elite Rock Breaker
gregtech:machine:670, Elite Rock Breaker II
gregtech:machine:671, Elite Rock Breaker III
gregtech:machine:672, Ultimate Rock Breaker
gregtech:machine:920, Basic Miner
gregtech:machine:921, Advanced Miner
gregtech:machine:922, Advanced Miner II
gregtech:machine:935, Basic Combustion Generator
gregtech:machine:936, Advanced Combustion Generator
gregtech:machine:937, Turbo Combustion Generator
gregtech:machine:950, Basic Steam Turbine
gregtech:machine:951, Advanced Steam Turbine
gregtech:machine:952, Turbo Steam Turbine
gregtech:machine:965, Basic Gas Turbine
gregtech:machine:966, Advanced Gas Turbine
gregtech:machine:967, Turbo Gas Turbine
gregtech:machine:980, Basic Item Collector
gregtech:machine:981, Advanced Item Collector
gregtech:machine:982, Advanced Item Collector II
gregtech:machine:983, Advanced Item Collector III
gregtech:machine:984, Magic Energy Absorber
gregtech:machine:985, ULV Machine Hull
gregtech:machine:986, LV Machine Hull
gregtech:machine:987, MV Machine Hull
gregtech:machine:988, HV Machine Hull
gregtech:machine:989, EV Machine Hull
gregtech:machine:990, IV Machine Hull
gregtech:machine:991, LuV Machine Hull
gregtech:machine:992, ZPM Machine Hull
gregtech:machine:993, UV Machine Hull
gregtech:machine:994, UHV Machine Hull
gregtech:machine:1000, Primitive Blast Furnace
gregtech:machine:1001, Electric Blast Furnace
gregtech:machine:1002, Vacuum Freezer
gregtech:machine:1003, Implosion Compressor
gregtech:machine:1004, Pyrolyse Oven
gregtech:machine:1005, Distillation Tower
gregtech:machine:1006, Multi Smelter
gregtech:machine:1007, Large Combustion Engine
gregtech:machine:1008, Extreme Combustion Engine
gregtech:machine:1009, Oil Cracking Unit
gregtech:machine:1010, Large Steam Turbine
gregtech:machine:1011, Large Gas Turbine
gregtech:machine:1012, Large Plasma Turbine
gregtech:machine:1013, Large Bronze Boiler
gregtech:machine:1014, Large Steel Boiler
gregtech:machine:1015, Large Titanium Boiler
gregtech:machine:1016, Large Tungstensteel Boiler
gregtech:machine:1017, Coke Oven
gregtech:machine:1018, Coke Oven Hatch
gregtech:machine:1019, Assembly Line
gregtech:machine:1020, Fusion Reactor Computer Mark 1
gregtech:machine:1021, Fusion Reactor Computer Mark 2
gregtech:machine:1022, Fusion Reactor Computer Mark 3
gregtech:machine:1023, Large Chemical Reactor
gregtech:machine:1024, Steam Oven
gregtech:machine:1025, Steam Grinder
gregtech:machine:1026, Basic Ore Drilling Plant
gregtech:machine:1027, Advanced Ore Drilling Plant
gregtech:machine:1028, Advanced Ore Drilling Plant II
gregtech:machine:1029, Central Monitor
gregtech:machine:1030, Processing Array
gregtech:machine:1031, Advanced Processing Array
gregtech:machine:1032, Basic Fluid Drilling Rig
gregtech:machine:1033, Advanced Fluid Drilling Rig
gregtech:machine:1034, Advanced Fluid Drilling Rig II
gregtech:machine:1035, Cleanroom
gregtech:machine:1036, Charcoal Pile Igniter
gregtech:machine:1150, ULV Input Bus
gregtech:machine:1151, LV Input Bus
gregtech:machine:1152, MV Input Bus
gregtech:machine:1153, HV Input Bus
gregtech:machine:1154, EV Input Bus
gregtech:machine:1155, IV Input Bus
gregtech:machine:1156, LuV Input Bus
gregtech:machine:1157, ZPM Input Bus
gregtech:machine:1158, UV Input Bus
gregtech:machine:1159, UHV Input Bus
gregtech:machine:1165, ULV Output Bus
gregtech:machine:1166, LV Output Bus
gregtech:machine:1167, MV Output Bus
gregtech:machine:1168, HV Output Bus
gregtech:machine:1169, EV Output Bus
gregtech:machine:1170, IV Output Bus
gregtech:machine:1171, LuV Output Bus
gregtech:machine:1172, ZPM Output Bus
gregtech:machine:1173, UV Output Bus
gregtech:machine:1174, UHV Output Bus
gregtech:machine:1180, ULV Input Hatch
gregtech:machine:1181, LV Input Hatch
gregtech:machine:1182, MV Input Hatch
gregtech:machine:1183, HV Input Hatch
gregtech:machine:1184, EV Input Hatch
gregtech:machine:1185, IV Input Hatch
gregtech:machine:1186, LuV Input Hatch
gregtech:machine:1187, ZPM Input Hatch
gregtech:machine:1188, UV Input Hatch
gregtech:machine:1189, UHV Input Hatch
gregtech:machine:1190, Quadruple Input Hatch
gregtech:machine:1191, Nonuple Input Hatch
gregtech:machine:1195, ULV Output Hatch
gregtech:machine:1196, LV Output Hatch
gregtech:machine:1197, MV Output Hatch
gregtech:machine:1198, HV Output Hatch
gregtech:machine:1199, EV Output Hatch
gregtech:machine:1200, IV Output Hatch
gregtech:machine:1201, LuV Output Hatch
gregtech:machine:1202, ZPM Output Hatch
gregtech:machine:1203, UV Output Hatch
gregtech:machine:1204, UHV Output Hatch
gregtech:machine:1205, Quadruple Output Hatch
gregtech:machine:1206, Nonuple Output Hatch
gregtech:machine:1210, ULV Energy Hatch
gregtech:machine:1211, LV Energy Hatch
gregtech:machine:1212, MV Energy Hatch
gregtech:machine:1213, HV Energy Hatch
gregtech:machine:1214, EV Energy Hatch
gregtech:machine:1215, IV Energy Hatch
gregtech:machine:1216, LuV Energy Hatch
gregtech:machine:1217, ZPM Energy Hatch
gregtech:machine:1218, UV Energy Hatch
gregtech:machine:1219, UHV Energy Hatch
gregtech:machine:1225, ULV Dynamo Hatch
gregtech:machine:1226, LV Dynamo Hatch
gregtech:machine:1227, MV Dynamo Hatch
gregtech:machine:1228, HV Dynamo Hatch
gregtech:machine:1229, EV Dynamo Hatch
gregtech:machine:1230, IV Dynamo Hatch
gregtech:machine:1231, LuV Dynamo Hatch
gregtech:machine:1232, ZPM Dynamo Hatch
gregtech:machine:1233, UV Dynamo Hatch
gregtech:machine:1234, UHV Dynamo Hatch
gregtech:machine:1399, EV 4A Energy Hatch
gregtech:machine:1240, IV 4A Energy Hatch
gregtech:machine:1241, LuV 4A Energy Hatch
gregtech:machine:1242, ZPM 4A Energy Hatch
gregtech:machine:1243, UV 4A Energy Hatch
gregtech:machine:1244, UHV 4A Energy Hatch
gregtech:machine:1245, IV 16A Energy Hatch
gregtech:machine:1246, LuV 16A Energy Hatch
gregtech:machine:1247, ZPM 16A Energy Hatch
gregtech:machine:1248, UV 16A Energy Hatch
gregtech:machine:1249, UHV 16A Energy Hatch
gregtech:machine:1400, EV 4A Dynamo Hatch
gregtech:machine:1250, IV 4A Dynamo Hatch
gregtech:machine:1251, LuV 4A Dynamo Hatch
gregtech:machine:1252, ZPM 4A Dynamo Hatch
gregtech:machine:1253, UV 4A Dynamo Hatch
gregtech:machine:1254, UHV 4A Dynamo Hatch
gregtech:machine:1255, IV 16A Dynamo Hatch
gregtech:machine:1256, LuV 16A Dynamo Hatch
gregtech:machine:1257, ZPM 16A Dynamo Hatch
gregtech:machine:1258, UV 16A Dynamo Hatch
gregtech:machine:1259, UHV 16A Dynamo Hatch
gregtech:machine:1270, Ultra Low Voltage Transformer
gregtech:machine:1271, Low Voltage Transformer
gregtech:machine:1272, Medium Voltage Transformer
gregtech:machine:1273, High Voltage Transformer
gregtech:machine:1274, Extreme Voltage Transformer
gregtech:machine:1275, Insane Voltage Transformer
gregtech:machine:1276, Ludicrous Voltage Transformer
gregtech:machine:1277, Zero Point Module Transformer
gregtech:machine:1278, Ultimate Voltage Transformer
gregtech:machine:1285, Ultra Low Voltage Adjustable Transformer
gregtech:machine:1286, Low Voltage Adjustable Transformer
gregtech:machine:1287, Medium Voltage Adjustable Transformer
gregtech:machine:1288, High Voltage Adjustable Transformer
gregtech:machine:1289, Extreme Voltage Adjustable Transformer
gregtech:machine:1290, Insane Voltage Adjustable Transformer
gregtech:machine:1291, Ludicrous Voltage Adjustable Transformer
gregtech:machine:1292, Zero Point Module Transformer
gregtech:machine:1293, Ultimate Voltage Adjustable Transformer
gregtech:machine:1300, Ultra Low Voltage Diode
gregtech:machine:1301, Low Voltage Diode
gregtech:machine:1302, Medium Voltage Diode
gregtech:machine:1303, High Voltage Diode
gregtech:machine:1304, Extreme Voltage Diode
gregtech:machine:1305, Insane Voltage Diode
gregtech:machine:1306, Ludicrous Voltage Diode
gregtech:machine:1307, Zero Point Module Diode
gregtech:machine:1308, Ultimate Voltage Diode
gregtech:machine:1309, Ultra High Voltage Diode
gregtech:machine:1315, Ultra Low Voltage 4x Battery Buffer
gregtech:machine:1316, Low Voltage 4x Battery Buffer
gregtech:machine:1317, Medium Voltage 4x Battery Buffer
gregtech:machine:1318, High Voltage 4x Battery Buffer
gregtech:machine:1319, Extreme Voltage 4x Battery Buffer
gregtech:machine:1320, Insane Voltage 4x Battery Buffer
gregtech:machine:1321, Ludicrous Voltage 4x Battery Buffer
gregtech:machine:1322, Zero Point Module 4x Battery Buffer
gregtech:machine:1323, Ultimate Voltage 4x Battery Buffer
gregtech:machine:1324, Ultra High Voltage 4x Battery Buffer
gregtech:machine:1325, Ultra Low Voltage 8x Battery Buffer
gregtech:machine:1326, Low Voltage 8x Battery Buffer
gregtech:machine:1327, Medium Voltage 8x Battery Buffer
gregtech:machine:1328, High Voltage 8x Battery Buffer
gregtech:machine:1329, Extreme Voltage 8x Battery Buffer
gregtech:machine:1330, Insane Voltage 8x Battery Buffer
gregtech:machine:1331, Ludicrous Voltage 8x Battery Buffer
gregtech:machine:1332, Zero Point Module 8x Battery Buffer
gregtech:machine:1333, Ultimate Voltage 8x Battery Buffer
gregtech:machine:1334, Ultra High Voltage 8x Battery Buffer
gregtech:machine:1335, Ultra Low Voltage 16x Battery Buffer
gregtech:machine:1336, Low Voltage 16x Battery Buffer
gregtech:machine:1337, Medium Voltage 16x Battery Buffer
gregtech:machine:1338, High Voltage 16x Battery Buffer
gregtech:machine:1339, Extreme Voltage 16x Battery Buffer
gregtech:machine:1340, Insane Voltage 16x Battery Buffer
gregtech:machine:1341, Ludicrous Voltage 16x Battery Buffer
gregtech:machine:1342, Zero Point Module 16x Battery Buffer
gregtech:machine:1343, Ultimate Voltage 16x Battery Buffer
gregtech:machine:1344, Ultra High Voltage 16x Battery Buffer
gregtech:machine:1375, Ultra Low Voltage Turbo Charger
gregtech:machine:1376, Low Voltage Turbo Charger
gregtech:machine:1377, Medium Voltage Turbo Charger
gregtech:machine:1378, High Voltage Turbo Charger
gregtech:machine:1379, Extreme Voltage Turbo Charger
gregtech:machine:1380, Insane Voltage Turbo Charger
gregtech:machine:1381, Ludicrous Voltage Turbo Charger
gregtech:machine:1382, Zero Point Module Turbo Charger
gregtech:machine:1383, Ultimate Voltage Turbo Charger
gregtech:machine:1384, Ultra High Voltage Turbo Charger
gregtech:machine:1390, Basic World Accelerator
gregtech:machine:1391, Advanced World Accelerator
gregtech:machine:1392, Advanced World Accelerator II
gregtech:machine:1393, Advanced World Accelerator III
gregtech:machine:1394, Elite World Accelerator
gregtech:machine:1395, Elite World Accelerator II
gregtech:machine:1396, Elite World Accelerator III
gregtech:machine:1397, Ultimate World Accelerator
gregtech:machine:1398, Machine Access Interface
gregtech:machine:1402, Item Passthrough Hatch
gregtech:machine:1403, Fluid Passthrough Hatch
gregtech:machine:1510, Basic Buffer
gregtech:machine:1511, Advanced Buffer
gregtech:machine:1512, Advanced Buffer II
gregtech:machine:1515, Basic Fisher
gregtech:machine:1516, Advanced Fisher
gregtech:machine:1517, Advanced Fisher II
gregtech:machine:1518, Advanced Fisher III
gregtech:machine:1530, Basic Pump
gregtech:machine:1531, Advanced Pump
gregtech:machine:1532, Advanced Pump II
gregtech:machine:1533, Advanced Pump III
gregtech:machine:1560, Super Chest I
gregtech:machine:1561, Super Chest II
gregtech:machine:1562, Super Chest III
gregtech:machine:1563, Super Chest IV
gregtech:machine:1564, Super Chest V
gregtech:machine:1570, Quantum Chest I
gregtech:machine:1571, Quantum Chest II
gregtech:machine:1572, Quantum Chest III
gregtech:machine:1573, Quantum Chest IV
gregtech:machine:1574, Quantum Chest V
gregtech:machine:1575, Super Tank I
gregtech:machine:1576, Super Tank II
gregtech:machine:1577, Super Tank III
gregtech:machine:1578, Super Tank IV
gregtech:machine:1579, Super Tank V
gregtech:machine:1585, Quantum Tank I
gregtech:machine:1586, Quantum Tank II
gregtech:machine:1587, Quantum Tank III
gregtech:machine:1588, Quantum Tank IV
gregtech:machine:1589, Quantum Tank V
gregtech:machine:1590, Basic Block Breaker
gregtech:machine:1591, Advanced Block Breaker
gregtech:machine:1592, Advanced Block Breaker II
gregtech:machine:1593, Advanced Block Breaker III
gregtech:machine:1596, Wooden Tank Valve
gregtech:machine:1597, Wooden Multiblock Tank
gregtech:machine:1598, Steel Tank Valve
gregtech:machine:1599, Steel Multiblock Tank
gregtech:machine:1610, Wooden Barrel
gregtech:machine:1611, Bronze Drum
gregtech:machine:1612, Steel Drum
gregtech:machine:1613, Aluminium Drum
gregtech:machine:1614, Stainless Steel Drum
gregtech:machine:1625, Wooden Crate
gregtech:machine:1626, Bronze Crate
gregtech:machine:1627, Steel Crate
gregtech:machine:1628, Aluminium Crate
gregtech:machine:1629, Stainless Steel Crate
gregtech:machine:1630, Titanium Crate
gregtech:machine:1631, Tungstensteel Crate
gregtech:machine:1640, HV Rotor Holder
gregtech:machine:1641, EV Rotor Holder
gregtech:machine:1642, IV Rotor Holder
gregtech:machine:1643, LuV Rotor Holder
gregtech:machine:1644, ZPM Rotor Holder
gregtech:machine:1645, UV Rotor Holder
gregtech:machine:1646, Locked Safe
gregtech:machine:1647, Crafting Station
gregtech:machine:1648, Primitive Water Pump
gregtech:machine:1649, Pump Output Hatch
gregtech:machine:1650, Infinite GT Energy Unit Emitter
gregtech:machine:1651, Output Bus (Steam)
gregtech:machine:1652, Input Bus (Steam)
gregtech:machine:1653, Steam Hatch
gregtech:machine:1654, Maintenance Hatch
gregtech:machine:1655, Configurable Maintenance Hatch
gregtech:machine:1656, Automatic Maintenance Hatch
gregtech:machine:1401, Automatic Filtration Maintenance Hatch
gregtech:machine:1657, LV Muffler Hatch
gregtech:machine:1658, MV Muffler Hatch
gregtech:machine:1659, HV Muffler Hatch
gregtech:machine:1660, EV Muffler Hatch
gregtech:machine:1661, IV Muffler Hatch
gregtech:machine:1662, LuV Muffler Hatch
gregtech:machine:1663, ZPM Muffler Hatch
gregtech:machine:1664, UV Muffler Hatch
gregtech:machine:1667, Monitor Screen
gregtech:machine:1668, Creative Quantum Chest
gregtech:machine:1669, Creative Quantum Tank
gregtech:machine:8503, Basic Slicing Machine
gregtech:machine:8504, Advanced Slicing Machine
gregtech:machine:8505, Advanced Slicing Machine II
gregtech:machine:8506, Advanced Slicing Machine III
gregtech:machine:8507, Elite Slicing Machine
gregtech:machine:8508, Elite Slicing Machine II
gregtech:machine:8509, Elite Slicing Machine III
gregtech:machine:8510, Ultimate Slicing Machine
gregtech:machine:8516, Primitive Baking Oven
gregtech:machine:8517, Electric Baking Oven
gregtech:machine:8518, Basic Cuisine Assembler
gregtech:machine:8519, Advanced Cuisine Assembler
gregtech:machine:8520, Advanced Cuisine Assembler II
gregtech:machine:8521, Advanced Cuisine Assembler III
gregtech:machine:8522, Elite Cuisine Assembler
gregtech:machine:8523, Elite Cuisine Assembler II
gregtech:machine:8524, Elite Cuisine Assembler III
gregtech:machine:8525, Ultimate Cuisine Assembler
gregtech:machine:8531, Basic Microwave
gregtech:machine:8532, Advanced Microwave
gregtech:machine:8533, Advanced Microwave II
gregtech:machine:8534, Advanced Microwave III
gregtech:machine:8535, Elite Microwave
gregtech:machine:8536, Elite Microwave II
gregtech:machine:8537, Elite Microwave III
gregtech:machine:8538, Ultimate Microwave
gregtech:machine:8544, Steam Baking Oven
gregtech:machine:8545, Basic Mob Age Sorter
gregtech:machine:8546, Advanced Mob Age Sorter
gregtech:machine:8547, Advanced Mob Age Sorter II
gregtech:machine:8548, Advanced Mob Age Sorter III
gregtech:machine:8549, Basic Mob Exterminator
gregtech:machine:8550, Advanced Mob Exterminator
gregtech:machine:8551, Advanced Mob Exterminator II
gregtech:machine:8552, Advanced Mob Exterminator III
gregtech:machine:8553, Basic Mob Extractor
gregtech:machine:8554, Advanced Mob Extractor
gregtech:machine:8555, Advanced Mob Extractor II
gregtech:machine:8556, Advanced Mob Extractor III
gregtech:machine:8557, Elite Mob Extractor
gregtech:machine:8558, Elite Mob Extractor II
gregtech:machine:8559, Elite Mob Extractor III
gregtech:machine:8560, Elite Mob Extractor IV
gregtech:machine:8561, Basic Farmer
gregtech:machine:8562, Advanced Farmer
gregtech:machine:8563, Advanced Farmer II
gregtech:machine:8564, Advanced Farmer III
gregtech:machine:8565, Greenhouse
gregtech:machine:8566, Basic Multicooker
gregtech:machine:8567, Advanced Multicooker
gregtech:machine:8568, Advanced Multicooker II
gregtech:machine:8569, Advanced Multicooker III
gregtech:machine:8570, Elite Multicooker
gregtech:machine:8571, Elite Multicooker II
gregtech:machine:8572, Elite Multicooker III
gregtech:machine:8573, Ultimate Multicooker
gregtech:wire_single:2, 1x Aluminium Wire
gregtech:wire_single:252, 1x Annealed Copper Wire
gregtech:wire_single:2011, 1x Black Steel Wire
gregtech:wire_single:2527, 1x Blue Alloy Wire
gregtech:wire_single:23, 1x Cobalt Wire
gregtech:wire_single:25, 1x Copper Wire
gregtech:wire_single:274, 1x Cupronickel Wire
gregtech:wire_single:277, 1x Electrum Wire
gregtech:wire_single:431, 1x Enriched Naquadah Trinium Europium Duranide Wire
gregtech:wire_single:33, 1x Europium Wire
gregtech:wire_single:41, 1x Gold Wire
gregtech:wire_single:342, 1x Graphene Wire
gregtech:wire_single:2516, 1x HSS-G Wire
gregtech:wire_single:429, 1x Indium Tin Barium Titanium Cuprate Wire
gregtech:wire_single:51, 1x Iron Wire
gregtech:wire_single:288, 1x Kanthal Wire
gregtech:wire_single:55, 1x Lead Wire
gregtech:wire_single:425, 1x Magnesium Diboride Wire
gregtech:wire_single:424, 1x Manganese Phosphide Wire
gregtech:wire_single:426, 1x Mercury Barium Calcium Cuprate Wire
gregtech:wire_single:124, 1x Naquadah Wire
gregtech:wire_single:2042, 1x Naquadah Alloy Wire
gregtech:wire_single:294, 1x Nichrome Wire
gregtech:wire_single:69, 1x Nickel Wire
gregtech:wire_single:295, 1x Niobium Nitride Wire
gregtech:wire_single:296, 1x Niobium-Titanium Wire
gregtech:wire_single:75, 1x Osmium Wire
gregtech:wire_single:80, 1x Platinum Wire
gregtech:wire_single:2517, 1x Red Alloy Wire
gregtech:wire_single:432, 1x Ruthenium Trinium Americium Neutronate Wire
gregtech:wire_single:428, 1x Samarium Iron Arsenic Oxide Wire
gregtech:wire_single:100, 1x Silver Wire
gregtech:wire_single:324, 1x Steel Wire
gregtech:wire_single:112, 1x Tin Wire
gregtech:wire_single:130, 1x Trinium Wire
gregtech:wire_single:128, 1x Tritanium Wire
gregtech:wire_single:115, 1x Tungsten Wire
gregtech:wire_single:2013, 1x Tungstensteel Wire
gregtech:wire_single:430, 1x Uranium Rhodium Dinaquadide Wire
gregtech:wire_single:427, 1x Uranium Triplatinum Wire
gregtech:wire_single:334, 1x Vanadium-Gallium Wire
gregtech:wire_single:338, 1x Yttrium Barium Cuprate Wire
gregtech:wire_double:2, 2x Aluminium Wire
gregtech:wire_double:252, 2x Annealed Copper Wire
gregtech:wire_double:2011, 2x Black Steel Wire
gregtech:wire_double:2527, 2x Blue Alloy Wire
gregtech:wire_double:23, 2x Cobalt Wire
gregtech:wire_double:25, 2x Copper Wire
gregtech:wire_double:274, 2x Cupronickel Wire
gregtech:wire_double:277, 2x Electrum Wire
gregtech:wire_double:431, 2x Enriched Naquadah Trinium Europium Duranide Wire
gregtech:wire_double:33, 2x Europium Wire
gregtech:wire_double:41, 2x Gold Wire
gregtech:wire_double:342, 2x Graphene Wire
gregtech:wire_double:2516, 2x HSS-G Wire
gregtech:wire_double:429, 2x Indium Tin Barium Titanium Cuprate Wire
gregtech:wire_double:51, 2x Iron Wire
gregtech:wire_double:288, 2x Kanthal Wire
gregtech:wire_double:55, 2x Lead Wire
gregtech:wire_double:425, 2x Magnesium Diboride Wire
gregtech:wire_double:424, 2x Manganese Phosphide Wire
gregtech:wire_double:426, 2x Mercury Barium Calcium Cuprate Wire
gregtech:wire_double:124, 2x Naquadah Wire
gregtech:wire_double:2042, 2x Naquadah Alloy Wire
gregtech:wire_double:294, 2x Nichrome Wire
gregtech:wire_double:69, 2x Nickel Wire
gregtech:wire_double:295, 2x Niobium Nitride Wire
gregtech:wire_double:296, 2x Niobium-Titanium Wire
gregtech:wire_double:75, 2x Osmium Wire
gregtech:wire_double:80, 2x Platinum Wire
gregtech:wire_double:2517, 2x Red Alloy Wire
gregtech:wire_double:432, 2x Ruthenium Trinium Americium Neutronate Wire
gregtech:wire_double:428, 2x Samarium Iron Arsenic Oxide Wire
gregtech:wire_double:100, 2x Silver Wire
gregtech:wire_double:324, 2x Steel Wire
gregtech:wire_double:112, 2x Tin Wire
